fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,sf_ratio,type,quality
0.2644628099173554,0.12666666666666665,0.21686746987951808,0.30828220858895705,0.059800664451827246,0.37788018433179726,0.26778484673221215,0.21705426356589097,0.1292134831460674,0.11594202898550732,0.28999771114671546,1,1
0.20661157024793386,0.14666666666666667,0.20481927710843376,0.015337423312883437,0.0664451827242525,0.2903225806451613,0.13283208020050097,0.44961240310077466,0.15168539325842695,0.21739130434782616,0.09987029831387807,1,1
0.3553719008264462,0.13333333333333336,0.24096385542168677,0.09662576687116564,0.0681063122923588,0.20967741935483872,0.15403894351262792,0.4186046511627901,0.12359550561797754,0.30434782608695654,0.34341529945043925,1,1
0.28099173553719003,0.09999999999999999,0.1927710843373494,0.12116564417177914,0.08139534883720931,0.4147465437788018,0.1636784268363236,0.3643410852713176,0.10112359550561799,0.2753623188405798,0.27559516338228524,1,1
0.28099173553719003,0.09999999999999999,0.1927710843373494,0.12116564417177914,0.08139534883720931,0.4147465437788018,0.1636784268363236,0.3643410852713176,0.10112359550561799,0.2753623188405798,0.27559516338228524,1,1
0.3553719008264462,0.13333333333333336,0.24096385542168677,0.09662576687116564,0.0681063122923588,0.20967741935483872,0.15403894351262792,0.4186046511627901,0.12359550561797754,0.30434782608695654,0.34341529945043925,1,1
0.19834710743801653,0.15999999999999998,0.0963855421686747,0.09815950920245399,0.059800664451827246,0.2995391705069124,0.15018315018314965,0.35658914728682145,0.14044943820224715,0.2318840579710144,0.23712520027466238,1,1
0.2644628099173554,0.12666666666666665,0.21686746987951808,0.30828220858895705,0.059800664451827246,0.37788018433179726,0.26778484673221215,0.21705426356589097,0.1292134831460674,0.11594202898550732,0.28999771114671546,1,1
0.20661157024793386,0.14666666666666667,0.20481927710843376,0.015337423312883437,0.0664451827242525,0.2903225806451613,0.13283208020050097,0.44961240310077466,0.15168539325842695,0.21739130434782616,0.09987029831387807,1,1
0.3553719008264462,0.09333333333333334,0.25903614457831325,0.013803680981595092,0.05813953488372092,0.2834101382488479,0.1289762868710227,0.387596899224806,0.1292134831460674,0.4347826086956521,0.23288993454589324,1,1
0.3553719008264462,0.12666666666666665,0.24698795180722893,0.013036809815950921,0.0398671096345515,0.13133640552995393,0.07113938692886279,0.20930232558139528,0.1910112359550562,0.5797101449275364,0.18201469952442711,1,0
0.39669421487603296,0.09999999999999999,0.24096385542168677,0.05521472392638037,0.043189368770764125,0.2373271889400922,0.14632735685367493,0.3255813953488369,0.17415730337078655,0.24637681159420288,0.1596758647770678,1,0
0.33884297520661155,0.06666666666666667,0.22289156626506026,0.00920245398773006,0.051495016611295685,0.15898617511520738,0.09427414690572533,0.35658914728682145,0.2303370786516854,0.4057971014492754,0.22843060959792477,1,0
0.23140495867768585,0.05333333333333333,0.24096385542168677,0.013803680981595092,0.05813953488372092,0.315668202764977,0.07885097358781579,0.635658914728682,0.16853932584269665,0.63768115942029,0.3750374139479198,1,1
0.371900826446281,0.22666666666666663,0.3734939759036145,0.2860429447852761,0.051495016611295685,0.3824884792626728,0.25236167341430615,0.20155038759689914,0.25280898876404495,0.24637681159420288,0.2584381503936295,1,0
0.23140495867768585,0.06000000000000001,0.22891566265060243,0.013803680981595092,0.03820598006644518,0.24423963133640553,0.08270676691729406,0.4108527131782944,0.1853932584269663,0.49275362318840576,0.2723735408560311,1,1
0.20661157024793386,0.2666666666666666,0.024096385542168676,0.007668711656441719,0.061461794019933555,0.2142857142857143,0.10969732022363843,0.4031007751937983,0.07865168539325841,0.2318840579710144,0.3359273670557717,1,1
0.2823619266505024,0.38666666666666666,0.2891566265060241,0.00920245398773006,0.03322259136212625,0.15898617511520738,0.04029304029304015,0.4728682170542635,0.09550561797752811,0.6956521739130437,0.43616083009079115,1,1
0.2975206611570248,0.17333333333333334,0.2530120481927711,0.007668711656441719,0.0398671096345515,0.38018433179723504,0.08849045691151147,0.3100775193798446,0.17415730337078655,0.4782608695652175,0.09190615969235669,1,1
0.22314049586776852,0.15333333333333332,0.08433734939759038,0.1058282208588957,0.05813953488372092,0.2926267281105991,0.16175053017158447,0.387596899224806,0.15730337078651685,0.21739130434782616,0.27913168134343636,1,0
0.19834710743801653,0.38666666666666666,0.2891566265060241,0.00920245398773006,0.03322259136212625,0.15898617511520738,0.04029304029304015,0.4728682170542635,0.09550561797752811,0.6956521739130437,0.43616083009079115,1,1
0.2148760330578512,0.15333333333333332,0.22891566265060243,0.035276073619631906,0.04817275747508305,0.22119815668202766,0.07885097358781579,0.3488372093023253,0.07303370786516854,0.4347826086956521,0.19600213626306556,1,1
0.2479338842975206,0.12000000000000001,0.2530120481927711,0.01687116564417178,0.0664451827242525,0.2672811059907834,0.11355311355311315,0.5813953488372094,0.14606741573033705,0.3623188405797102,0.37551827518020026,1,1
0.31404958677685946,0.3933333333333333,0.08433734939759038,0.013803680981595092,0.1079734219269103,0.37327188940092165,0.1270483902062871,0.25581395348837166,0.16292134831460675,0.18840579710144945,0.15110246433203633,1,0
0.23140495867768585,0.12666666666666665,0.24698795180722893,0.010736196319018405,0.07142857142857142,0.3133640552995392,0.15403894351262792,0.5426356589147283,0.14044943820224715,0.28985507246376807,0.10779854222611936,1,1
0.2644628099173554,0.11333333333333333,0.1927710843373494,0.12883435582822086,0.061461794019933555,0.5506912442396313,0.16175053017158447,0.4108527131782944,0.15730337078651685,0.34782608695652173,0.246692607003891,1,1
0.25619834710743805,0.10666666666666665,0.21084337349397592,0.006134969325153375,0.07142857142857142,0.3225806451612903,0.11355311355311315,0.5658914728682172,0.12359550561797754,0.28985507246376807,0.2600607643515804,1,1
0.2644628099173554,0.13333333333333336,0.2349397590361446,0.1242331288343558,0.06976744186046512,0.31105990783410137,0.17331791016001574,0.5116279069767438,0.17415730337078655,0.3623188405797102,0.24474984132240524,1,1
0.2975206611570248,0.12666666666666665,0.2891566265060241,0.007668711656441719,0.06312292358803986,0.2903225806451613,0.08270676691729406,0.3643410852713176,0.15168539325842695,0.5217391304347825,0.12710765239948119,1,1
0.28099173553719003,0.15999999999999998,0.21686746987951808,0.02147239263803681,0.0398671096345515,0.24884792626728108,0.06728359359938452,0.29457364341085235,0.2752808988764045,0.6231884057971016,0.36173117618950096,1,1
0.38842975206611563,0.10666666666666665,0.2349397590361446,0.15030674846625766,0.05813953488372092,0.3133640552995392,0.19838056680161742,0.3720930232558137,0.17415730337078655,0.28985507246376807,0.14155751630405,1,1
0.371900826446281,0.04000000000000001,0.20481927710843376,0.007668711656441719,0.054817275747508304,0.09447004608294932,0.1212647002120697,0.5813953488372094,0.10112359550561799,0.3188405797101448,0.1512542429009024,1,1
0.2975206611570248,0.11333333333333333,0.21686746987951808,0.02223926380368098,0.0681063122923588,0.21658986175115208,0.09427414690572533,0.3643410852713176,0.12359550561797754,0.4057971014492754,0.3442801556420233,1,1
0.19834710743801653,0.026666666666666658,0.20481927710843376,0.07429948473814241,0.059800664451827246,0.2557603686635945,0.13090418353576183,0.5426356589147283,0.16292134831460675,0.14492753623188404,0.4132162692473977,1,1
0.16528925619834706,0.12666666666666665,0.12048192771084339,0.22009202453987728,0.05813953488372092,0.3986175115207373,0.17524580682475488,0.5038759689922481,0.08426966292134831,0.3188405797101448,0.12005738756168076,1,0
0.28925619834710736,0.13333333333333336,0.25903614457831325,0.01687116564417178,0.11794019933554818,0.2695852534562212,0.06535569693464538,0.3643410852713176,0.11235955056179776,0.6956521739130437,0.17737496441112272,1,0
0.22314049586776852,0.20666666666666667,0.1385542168674699,0.0736196319018405,0.06976744186046512,0.3294930875576037,0.1212647002120697,0.4031007751937983,0.07303370786516854,0.28985507246376807,0.17384378345911788,1,0
0.2644628099173554,0.16666666666666669,0.1927710843373494,0.00920245398773006,0.07308970099667773,0.30414746543778803,0.06728359359938452,0.31782945736434076,0.03370786516853934,0.4637681159420288,0.30276884903851575,1,1
0.28925619834710736,0.10666666666666665,0.2349397590361446,0.26610429447852757,0.079734219269103,0.3294930875576037,0.24657798342008874,0.37984496124030986,0.07865168539325841,0.08695652173913038,0.3347086934948946,1,0
0.28925619834710736,0.10666666666666665,0.2349397590361446,0.26610429447852757,0.079734219269103,0.3294930875576037,0.24657798342008874,0.37984496124030986,0.07865168539325841,0.08695652173913038,0.3347086934948946,1,0
0.23966942148760328,0.09999999999999999,0.2349397590361446,0.02914110429447853,0.2707641196013289,0.35023041474654376,0.1270483902062871,0.3023255813953485,0.07865168539325841,0.2028985507246377,0.45062306063143376,1,1
0.23966942148760328,0.10666666666666665,0.2349397590361446,0.035276073619631906,0.2724252491694352,0.347926267281106,0.1270483902062871,0.29457364341085235,0.06741573033707866,0.2028985507246377,0.4536667575404595,1,1
0.2644628099173554,0.15333333333333332,0.15662650602409642,0.10429447852760737,0.09966777408637875,0.3548387096774194,0.15982263350684178,0.31782945736434076,0.1348314606741573,0.26086956521739135,0.18249027237354082,1,1
0.23140495867768585,0.10666666666666665,0.16265060240963858,0.012269938650306747,0.079734219269103,0.33640552995391704,0.1212647002120697,0.387596899224806,0.1910112359550562,0.21739130434782616,0.23295105467950028,1,1
0.23966942148760328,0.09999999999999999,0.15662650602409642,0.012269938650306747,0.08471760797342193,0.34101382488479265,0.1212647002120697,0.4031007751937983,0.1910112359550562,0.21739130434782616,0.22957198443579763,1,1
0.2975206611570248,0.06666666666666667,0.18674698795180725,0.012269938650306747,0.08139534883720931,0.3709677419354839,0.11548101021785229,0.3410852713178292,0.17415730337078655,0.28985507246376807,0.24546238262774062,1,1
0.19834710743801653,0.24666666666666665,0.15662650602409642,0.05828220858895705,0.08970099667774087,0.4608294930875576,0.13283208020050097,0.4263565891472867,0.16853932584269665,0.26086956521739135,0.339276944580862,1,0
0.19834710743801653,0.2533333333333333,0.15060240963855423,0.05828220858895705,0.09468438538205981,0.4631336405529954,0.13090418353576183,0.4108527131782944,0.16853932584269665,0.26086956521739135,0.331716761593263,1,0
0.2644628099173554,0.15333333333333332,0.15662650602409642,0.10429447852760737,0.09966777408637875,0.3548387096774194,0.15982263350684178,0.31782945736434076,0.1348314606741573,0.26086956521739135,0.18249027237354082,1,1
0.25619834710743805,0.07333333333333332,0.21084337349397592,0.06748466257668712,0.09634551495016612,0.3317972350230415,0.1521110468478888,0.4961240310077515,0.14606741573033705,0.26086956521739135,0.22843060959792477,1,0
0.28099173553719003,0.07333333333333332,0.18674698795180725,0.015337423312883437,0.08803986710963455,0.3847926267281106,0.08849045691151147,0.4883720930232558,0.12359550561797754,0.536231884057971,0.18751265153730234,1,1
0.23140495867768585,0.11333333333333333,0.1746987951807229,0.007668711656441719,0.09800664451827243,0.271889400921659,0.08270676691729406,0.4806201550387592,0.20224719101123595,0.4347826086956521,0.34969248148613025,1,1
0.19834710743801653,0.05333333333333333,0.1987951807228916,0.007668711656441719,0.079734219269103,0.17511520737327188,0.07499518025833751,0.46511627906976694,0.1348314606741573,0.42028985507246386,0.2796811236594856,1,1
0.2148760330578512,0.06666666666666667,0.21084337349397592,0.006134969325153375,0.059800664451827246,0.2350230414746544,0.07692307692307665,0.45736434108527124,0.07303370786516854,0.42028985507246386,0.4055339386078685,1,1
0.2479338842975206,0.08,0.355421686746988,0.004601226993865032,0.2292358803986711,0.2903225806451613,0.11355311355311315,0.3863531002972671,0.08988764044943821,0.1594202898550725,0.31776913099870296,1,1
0.25619834710743805,0.11333333333333333,0.21084337349397592,0.010736196319018405,0.04983388704318936,0.42626728110599077,0.07113938692886279,0.31782945736434076,0.16853932584269665,0.4347826086956521,0.15472528367999672,1,1
0.28099173553719003,0.08666666666666666,0.20481927710843376,0.17331288343558282,0.05647840531561461,0.4769585253456221,0.17524580682475488,0.2868217054263562,0.15730337078651685,0.2318840579710144,0.18094298606163572,1,1
0.18181818181818177,0.07333333333333332,0.15662650602409642,0.18098159509202455,0.06478405315614617,0.3248847926267281,0.1945247734721427,0.44961240310077466,0.07865168539325841,0.1304347826086958,0.380396516583287,1,1
0.23140495867768585,0.19999999999999996,0.09036144578313253,0.061349693251533735,0.05813953488372092,0.16589861751152074,0.11548101021785229,0.3023255813953485,0.08988764044943821,0.3188405797101448,0.35687917789085105,1,1
0.2975206611570248,0.08,0.21686746987951808,0.00920245398773006,0.04817275747508305,0.24193548387096775,0.10584152689416015,0.4961240310077515,0.06741573033707866,0.2753623188405798,0.44782136221824936,1,1
0.2479338842975206,0.09333333333333334,0.14457831325301204,0.06595092024539878,0.13787375415282394,0.2695852534562212,0.15403894351262792,0.24031007751937938,0.1348314606741573,0.08695652173913038,0.2650659580525766,1,1
0.18181818181818177,0.07333333333333332,0.15662650602409642,0.18098159509202455,0.06478405315614617,0.3248847926267281,0.1945247734721427,0.44961240310077466,0.07865168539325841,0.1304347826086958,0.380396516583287,1,1
0.2644628099173554,0.25999999999999995,0.04216867469879519,0.007668711656441719,0.043189368770764125,0.33410138248847926,0.07499518025833751,0.23255813953488325,0.06741573033707866,0.3623188405797102,0.10768675754374211,1,0
0.23140495867768585,0.19999999999999996,0.09036144578313253,0.061349693251533735,0.05813953488372092,0.16589861751152074,0.11548101021785229,0.3023255813953485,0.08988764044943821,0.3188405797101448,0.35687917789085105,1,1
0.28099173553719003,0.10666666666666665,0.16265060240963858,0.012269938650306747,0.04817275747508305,0.2672811059907834,0.10776942355889929,0.33333333333333304,0.1348314606741573,0.3333333333333335,0.27728519487146774,1,1
0.19834710743801653,0.18,0.018072289156626505,0.00920245398773006,0.09136212624584718,0.26267281105990786,0.1212647002120697,0.387596899224806,0.1797752808988764,0.1594202898550725,0.2623865110246433,1,0
